都道府県,年,月,日,日較差_hPa,最高気圧_hPa,最低気圧_hPa,平均気圧_hPa,観測時間数
三重県,2024,12,7,3.200000000000045,1018.0,1014.8,1016.3125,24
三重県,2024,12,8,6.600000000000023,1019.2,1012.6,1015.8208333333332,24
三重県,2024,12,9,2.3999999999999773,1021.6,1019.2,1020.2083333333336,24
三重県,2024,12,10,3.5,1020.4,1016.9,1018.9416666666668,24
滋賀県,2024,1,1,11.599999999999907,1026.1,1014.5,1022.6333333333332,24
滋賀県,2024,1,2,6.600000000000023,1026.2,1019.6,1022.425,24
滋賀県,2024,1,3,7.600000000000023,1019.4,1011.8,1015.1333333333332,24
滋賀県,2024,1,4,11.5,1022.7,1011.2,1017.3375,24
滋賀県,2024,1,5,3.699999999999932,1024.3,1020.6,1022.3333333333334,24
滋賀県,2024,1,6,5.7000000000000455,1020.7,1015.0,1017.5458333333336,24
滋賀県,2024,1,7,3.900000000000091,1017.2,1013.3,1015.6749999999998,24
滋賀県,2024,1,8,7.600000000000023,1024.7,1017.1,1022.5875000000002,24
滋賀県,2024,1,9,5.900000000000091,1024.2,1018.3,1021.2791666666668,24
滋賀県,2024,1,10,4.399999999999977,1017.8,1013.4,1015.0666666666664,24
滋賀県,2024,2,1,7.099999999999909,1025.1,1018.0,1020.9708333333332,24
滋賀県,2024,2,2,3.400000000000091,1027.9,1024.5,1026.0916666666665,24
滋賀県,2024,2,3,3.7999999999999545,1029.6,1025.8,1027.675,24
滋賀県,2024,2,4,2.800000000000068,1026.4,1023.6,1025.0416666666667,24
滋賀県,2024,2,5,13.899999999999975,1024.8,1010.9,1017.1708333333332,24
滋賀県,2024,2,6,5.099999999999909,1020.8,1015.7,1019.3208333333332,24
滋賀県,2024,2,7,2.700000000000045,1019.7,1017.0,1018.6583333333332,24
滋賀県,2024,2,8,1.900000000000091,1019.7,1017.8,1018.8625,24
滋賀県,2024,2,9,3.200000000000045,1020.6,1017.4,1019.0541666666668,24
滋賀県,2024,2,10,3.3999999999999773,1021.0,1017.6,1019.5875,24
滋賀県,2024,3,1,9.199999999999932,1015.8,1006.6,1010.4291666666664,24
滋賀県,2024,3,2,3.5,1019.4,1015.9,1017.8624999999998,24
滋賀県,2024,3,3,4.0,1021.1,1017.1,1019.4750000000004,24
滋賀県,2024,3,4,4.100000000000023,1023.7,1019.6,1021.9208333333332,24
滋賀県,2024,3,5,16.399999999999977,1023.4,1007.0,1016.7666666666668,24
滋賀県,2024,3,6,8.399999999999977,1013.8,1005.4,1008.6,24
滋賀県,2024,3,7,2.7999999999999545,1016.3,1013.5,1014.8500000000004,24
滋賀県,2024,3,8,6.100000000000023,1013.9,1007.8,1010.75,24
滋賀県,2024,3,9,10.800000000000068,1023.7,1012.9,1018.2583333333332,24
滋賀県,2024,3,10,5.599999999999909,1029.6,1024.0,1027.3625,24
滋賀県,2024,4,1,9.899999999999975,1017.9,1008.0,1012.4083333333332,24
滋賀県,2024,4,2,3.200000000000045,1020.1,1016.9,1018.3208333333332,24
滋賀県,2024,4,3,15.0,1017.3,1002.3,1010.5,24
滋賀県,2024,4,4,14.5,1018.3,1003.8,1011.4208333333336,24
滋賀県,2024,4,5,3.7000000000000455,1021.0,1017.3,1019.041666666667,24
滋賀県,2024,4,6,4.5,1021.5,1017.0,1019.2125,24
滋賀県,2024,4,7,3.1000000000000227,1019.1,1016.0,1017.625,24
滋賀県,2024,4,8,8.0,1018.6,1010.6,1016.1958333333332,24
滋賀県,2024,4,9,17.200000000000045,1023.1,1005.9,1013.5291666666668,24
滋賀県,2024,4,10,5.100000000000023,1028.7,1023.6,1026.4625,24
滋賀県,2024,5,1,6.599999999999909,1012.8,1006.2,1008.5333333333332,24
滋賀県,2024,5,2,7.2000000000000455,1020.1,1012.9,1016.8541666666664,24
滋賀県,2024,5,3,4.7000000000000455,1021.6,1016.9,1019.6416666666668,24
滋賀県,2024,5,4,3.5,1021.8,1018.3,1020.2833333333332,24
滋賀県,2024,5,5,4.7999999999999545,1023.4,1018.6,1021.2458333333332,24
滋賀県,2024,5,6,7.199999999999932,1020.3,1013.1,1017.0583333333334,24
滋賀県,2024,5,7,3.800000000000068,1012.2,1008.4,1009.575,24
滋賀県,2024,5,8,4.400000000000091,1013.7,1009.3,1011.5083333333332,24
滋賀県,2024,5,9,7.799999999999954,1021.0,1013.2,1016.4166666666666,24
滋賀県,2024,5,10,3.200000000000045,1023.5,1020.3,1022.0541666666664,24
滋賀県,2024,6,1,3.6000000000000227,1011.0,1007.4,1009.1291666666664,24
滋賀県,2024,6,2,2.900000000000091,1009.7,1006.8,1008.2,24
滋賀県,2024,6,3,2.7999999999999545,1010.5,1007.7,1008.791666666667,24
滋賀県,2024,6,4,6.0,1016.3,1010.3,1012.6541666666666,24
滋賀県,2024,6,5,4.600000000000023,1020.7,1016.1,1018.3166666666666,24
滋賀県,2024,6,6,3.6000000000000227,1020.7,1017.1,1019.0416666666669,24
滋賀県,2024,6,7,3.899999999999977,1017.9,1014.0,1016.3333333333331,24
滋賀県,2024,6,8,4.600000000000023,1017.6,1013.0,1015.3041666666668,24
滋賀県,2024,6,9,4.7999999999999545,1014.8,1010.0,1012.475,24
滋賀県,2024,6,10,3.200000000000045,1010.2,1007.0,1008.8833333333332,24
滋賀県,2024,7,1,4.600000000000023,1008.0,1003.4,1005.2999999999998,24
滋賀県,2024,7,2,6.2999999999999545,1014.0,1007.7,1011.2,24
滋賀県,2024,7,3,4.2000000000000455,1015.2,1011.0,1013.0166666666664,24
滋賀県,2024,7,4,2.700000000000045,1010.7,1008.0,1009.5708333333332,24
滋賀県,2024,7,5,4.2999999999999545,1008.9,1004.6,1006.9458333333332,24
滋賀県,2024,7,6,2.300000000000068,1009.7,1007.4,1008.8916666666664,24
滋賀県,2024,7,7,4.5,1010.2,1005.7,1008.2916666666664,24
滋賀県,2024,7,8,2.599999999999909,1008.3,1005.7,1007.3458333333332,24
滋賀県,2024,7,9,3.5,1009.6,1006.1,1007.8666666666668,24
滋賀県,2024,7,10,6.199999999999932,1008.8,1002.6,1005.6041666666664,24
滋賀県,2024,8,1,3.099999999999909,1007.8,1004.7,1006.2,24
滋賀県,2024,8,2,2.8999999999999773,1007.4,1004.5,1006.225,24
滋賀県,2024,8,3,2.8999999999999773,1008.6,1005.7,1007.5333333333336,24
滋賀県,2024,8,4,2.7999999999999545,1009.0,1006.2,1007.9125,24
滋賀県,2024,8,5,3.199999999999932,1008.4,1005.2,1007.2416666666668,24
滋賀県,2024,8,6,2.300000000000068,1007.7,1005.4,1006.6625,24
滋賀県,2024,8,7,3.3999999999999773,1006.9,1003.5,1005.2333333333332,24
滋賀県,2024,8,8,3.0,1005.4,1002.4,1004.0291666666668,24
滋賀県,2024,8,9,3.099999999999909,1004.3,1001.2,1002.7583333333332,24
滋賀県,2024,8,10,2.300000000000068,1003.2,1000.9,1002.1666666666666,24
滋賀県,2024,9,1,2.0,1007.3,1005.3,1006.2624999999996,24
滋賀県,2024,9,2,3.0,1010.7,1007.7,1009.4125000000004,24
滋賀県,2024,9,3,2.7999999999999545,1011.3,1008.5,1010.1083333333336,24
滋賀県,2024,9,4,3.199999999999932,1010.4,1007.2,1009.2625000000002,24
滋賀県,2024,9,5,3.1000000000000227,1010.0,1006.9,1008.8249999999998,24
滋賀県,2024,9,6,3.6000000000000227,1013.7,1010.1,1011.6166666666668,24
滋賀県,2024,9,7,3.0,1015.4,1012.4,1014.1166666666668,24
滋賀県,2024,9,8,3.3999999999999773,1015.0,1011.6,1013.6791666666668,24
滋賀県,2024,9,9,3.3999999999999773,1015.8,1012.4,1014.1625,24
滋賀県,2024,9,10,2.6000000000000227,1018.1,1015.5,1016.6208333333332,24
滋賀県,2024,10,1,5.5,1012.8,1007.3,1009.7791666666666,24
滋賀県,2024,10,2,5.100000000000023,1015.2,1010.1,1012.0875,24
滋賀県,2024,10,3,5.199999999999932,1017.3,1012.1,1015.0541666666664,24
滋賀県,2024,10,4,4.7000000000000455,1022.1,1017.4,1019.8208333333332,24
滋賀県,2024,10,5,2.7999999999999545,1022.3,1019.5,1021.2125000000002,24
滋賀県,2024,10,6,5.100000000000023,1021.5,1016.4,1018.7458333333334,24
滋賀県,2024,10,7,5.7000000000000455,1016.1,1010.4,1013.1666666666664,24
滋賀県,2024,10,8,2.199999999999932,1012.8,1010.6,1011.608333333333,24
滋賀県,2024,10,9,3.1000000000000227,1012.0,1008.9,1010.7958333333332,24
滋賀県,2024,10,10,3.5,1014.0,1010.5,1012.0625,24
滋賀県,2024,11,1,6.399999999999977,1024.5,1018.1,1022.1916666666668,24
滋賀県,2024,11,2,12.199999999999932,1017.3,1005.1,1010.8291666666664,24
滋賀県,2024,11,3,7.799999999999954,1022.8,1015.0,1019.6458333333331,24
滋賀県,2024,11,4,5.399999999999977,1023.3,1017.9,1020.3958333333336,24
滋賀県,2024,11,5,4.300000000000068,1018.2,1013.9,1016.0333333333334,24
滋賀県,2024,11,6,8.099999999999909,1021.8,1013.7,1016.9541666666664,24
滋賀県,2024,11,7,9.299999999999956,1031.0,1021.7,1027.4916666666668,24
滋賀県,2024,11,8,3.099999999999909,1030.5,1027.4,1029.0291666666667,24
滋賀県,2024,11,9,2.800000000000182,1028.4,1025.6,1027.1708333333336,24
滋賀県,2024,11,10,7.400000000000091,1026.7,1019.3,1023.2791666666666,24
滋賀県,2024,12,1,3.6000000000000227,1018.4,1014.8,1016.85,24
滋賀県,2024,12,2,2.699999999999932,1020.3,1017.6,1018.9416666666666,24
滋賀県,2024,12,3,4.100000000000023,1019.6,1015.5,1017.6916666666666,24
滋賀県,2024,12,4,3.200000000000045,1017.6,1014.4,1015.8083333333336,24
滋賀県,2024,12,5,3.0,1014.7,1011.7,1013.5208333333334,24
滋賀県,2024,12,6,3.6000000000000227,1017.0,1013.4,1015.1458333333334,24
滋賀県,2024,12,7,3.200000000000045,1018.0,1014.8,1016.3749999999995,24
滋賀県,2024,12,8,5.399999999999977,1019.4,1014.0,1016.2916666666669,24
滋賀県,2024,12,9,2.7999999999999545,1022.0,1019.2,1020.6875,24
滋賀県,2024,12,10,3.0,1020.9,1017.9,1019.5416666666664,24
京都府,2024,1,1,10.600000000000025,1026.2,1015.6,1023.1458333333331,24
京都府,2024,1,2,6.600000000000023,1026.0,1019.4,1022.3041666666668,24
京都府,2024,1,3,7.5,1019.4,1011.9,1015.1000000000004,24
京都府,2024,1,4,11.200000000000044,1023.0,1011.8,1018.0125000000002,24
京都府,2024,1,5,4.100000000000023,1024.5,1020.4,1022.3416666666668,24
京都府,2024,1,6,6.0,1020.7,1014.7,1017.4666666666668,24
京都府,2024,1,7,5.5,1018.6,1013.1,1016.1999999999998,24
京都府,2024,1,8,6.400000000000091,1024.7,1018.3,1023.0333333333334,24
京都府,2024,1,9,6.0,1024.3,1018.3,1021.2999999999998,24
京都府,2024,1,10,4.5,1017.7,1013.2,1014.8333333333334,24
京都府,2024,2,1,7.299999999999954,1025.1,1017.8,1021.1125,24
京都府,2024,2,2,3.7000000000000455,1028.2,1024.5,1026.1125000000002,24
京都府,2024,2,3,4.0,1030.1,1026.1,1027.6333333333334,24
京都府,2024,2,4,2.7999999999999545,1026.3,1023.5,1025.0166666666669,24
京都府,2024,2,5,13.699999999999932,1024.1,1010.4,1017.05,24
京都府,2024,2,6,4.600000000000023,1021.0,1016.4,1019.7916666666666,24
京都府,2024,2,7,3.300000000000068,1020.1,1016.8,1018.8125,24
京都府,2024,2,8,2.200000000000045,1020.2,1018.0,1019.1833333333334,24
京都府,2024,2,9,4.100000000000023,1021.0,1016.9,1019.120833333333,24
京都府,2024,2,10,4.399999999999977,1021.5,1017.1,1019.5916666666668,24
京都府,2024,3,1,8.800000000000068,1015.7,1006.9,1010.6999999999998,24
京都府,2024,3,2,4.2000000000000455,1020.0,1015.8,1018.0375,24
京都府,2024,3,3,5.0,1021.8,1016.8,1019.5958333333334,24
京都府,2024,3,4,3.3999999999999773,1023.6,1020.2,1021.7166666666668,24
京都府,2024,3,5,16.300000000000068,1023.1,1006.8,1016.1083333333332,24
京都府,2024,3,6,9.0,1014.0,1005.0,1008.8125,24
京都府,2024,3,7,3.200000000000045,1016.6,1013.4,1014.8916666666668,24
京都府,2024,3,8,6.5,1013.6,1007.1,1010.7583333333336,24
京都府,2024,3,9,10.599999999999907,1024.3,1013.7,1018.8291666666664,24
京都府,2024,3,10,5.400000000000091,1029.9,1024.5,1027.5041666666664,24
京都府,2024,4,1,10.0,1017.6,1007.6,1011.6666666666666,24
京都府,2024,4,2,3.200000000000045,1019.6,1016.4,1017.9375,24
京都府,2024,4,3,15.400000000000093,1017.2,1001.8,1009.75,24
京都府,2024,4,4,14.200000000000044,1018.0,1003.8,1011.4541666666664,24
京都府,2024,4,5,4.400000000000091,1020.7,1016.3,1018.4916666666668,24
京都府,2024,4,6,4.900000000000091,1021.2,1016.3,1018.8166666666666,24
京都府,2024,4,7,3.200000000000045,1018.6,1015.4,1017.1875,24
京都府,2024,4,8,7.600000000000023,1018.0,1010.4,1015.625,24
京都府,2024,4,9,17.800000000000068,1023.6,1005.8,1014.1666666666666,24
京都府,2024,4,10,4.599999999999909,1028.3,1023.7,1026.0250000000003,24
京都府,2024,5,1,7.2000000000000455,1013.0,1005.8,1008.5249999999996,24
京都府,2024,5,2,6.899999999999977,1020.0,1013.1,1016.4416666666666,24
京都府,2024,5,3,5.0,1021.4,1016.4,1019.3083333333332,24
京都府,2024,5,4,4.600000000000023,1022.0,1017.4,1020.0041666666664,24
京都府,2024,5,5,4.600000000000023,1023.2,1018.6,1021.0541666666668,24
京都府,2024,5,6,7.299999999999954,1020.0,1012.7,1016.479166666667,24
京都府,2024,5,7,4.7000000000000455,1012.1,1007.4,1009.0500000000002,24
京都府,2024,5,8,5.0,1014.2,1009.2,1011.6583333333332,24
京都府,2024,5,9,7.099999999999909,1020.8,1013.7,1016.5166666666668,24
京都府,2024,5,10,2.700000000000045,1023.0,1020.3,1021.8708333333334,24
京都府,2024,6,1,5.0,1011.4,1006.4,1008.8333333333336,24
京都府,2024,6,2,3.6000000000000227,1009.4,1005.8,1007.875,24
京都府,2024,6,3,3.300000000000068,1010.6,1007.3,1008.6958333333332,24
京都府,2024,6,4,5.7000000000000455,1016.2,1010.5,1012.7041666666664,24
京都府,2024,6,5,4.7000000000000455,1020.7,1016.0,1018.0083333333332,24
京都府,2024,6,6,3.899999999999977,1020.5,1016.6,1018.7833333333332,24
京都府,2024,6,7,4.199999999999932,1017.8,1013.6,1015.9624999999996,24
京都府,2024,6,8,4.900000000000091,1017.2,1012.3,1014.85,24
京都府,2024,6,9,4.7999999999999545,1014.9,1010.1,1012.1958333333332,24
京都府,2024,6,10,3.7000000000000455,1010.2,1006.5,1008.6958333333336,24
京都府,2024,7,1,3.5,1007.1,1003.6,1005.1124999999996,24
京都府,2024,7,2,6.2999999999999545,1013.8,1007.5,1011.0333333333332,24
京都府,2024,7,3,3.699999999999932,1014.9,1011.2,1012.9541666666668,24
京都府,2024,7,4,3.800000000000068,1011.2,1007.4,1009.5,24
京都府,2024,7,5,3.6000000000000227,1008.7,1005.1,1006.9666666666668,24
京都府,2024,7,6,2.6000000000000227,1009.6,1007.0,1008.5416666666666,24
京都府,2024,7,7,4.399999999999977,1010.3,1005.9,1008.3791666666664,24
京都府,2024,7,8,2.7999999999999545,1008.3,1005.5,1007.2666666666668,24
京都府,2024,7,9,3.6000000000000227,1009.6,1006.0,1007.7791666666668,24
京都府,2024,7,10,6.2000000000000455,1008.6,1002.4,1005.375,24
京都府,2024,8,1,4.2999999999999545,1007.8,1003.5,1005.7291666666666,24
京都府,2024,8,2,3.7000000000000455,1007.2,1003.5,1005.7208333333332,24
京都府,2024,8,3,3.1000000000000227,1008.4,1005.3,1007.1625,24
京都府,2024,8,4,3.199999999999932,1008.8,1005.6,1007.7041666666668,24
京都府,2024,8,5,3.7999999999999545,1008.4,1004.6,1007.0499999999996,24
京都府,2024,8,6,3.1000000000000227,1007.7,1004.6,1006.325,24
京都府,2024,8,7,3.900000000000091,1006.7,1002.8,1004.875,24
京都府,2024,8,8,3.899999999999977,1005.4,1001.5,1003.6875000000005,24
京都府,2024,8,9,4.199999999999932,1004.4,1000.2,1002.4666666666668,24
京都府,2024,8,10,2.2999999999999545,1002.9,1000.6,1001.9708333333334,24
京都府,2024,9,1,2.8999999999999773,1008.1,1005.2,1006.1458333333334,24
京都府,2024,9,2,3.0,1010.7,1007.7,1009.0666666666666,24
京都府,2024,9,3,2.800000000000068,1011.2,1008.4,1010.0750000000002,24
京都府,2024,9,4,3.6000000000000227,1010.4,1006.8,1008.9874999999998,24
京都府,2024,9,5,3.3999999999999773,1010.0,1006.6,1008.725,24
京都府,2024,9,6,3.6000000000000227,1013.5,1009.9,1011.3166666666668,24
京都府,2024,9,7,3.3999999999999773,1015.1,1011.7,1013.7416666666668,24
京都府,2024,9,8,3.899999999999977,1015.0,1011.1,1013.2875,24
京都府,2024,9,9,3.6000000000000227,1015.4,1011.8,1013.7541666666668,24
京都府,2024,9,10,2.699999999999932,1017.8,1015.1,1016.2708333333331,24
京都府,2024,10,1,6.2000000000000455,1012.7,1006.5,1009.5958333333332,24
京都府,2024,10,2,5.400000000000091,1015.2,1009.8,1011.8333333333336,24
京都府,2024,10,3,4.2000000000000455,1017.2,1013.0,1014.9916666666668,24
京都府,2024,10,4,4.899999999999977,1022.1,1017.2,1019.7541666666666,24
京都府,2024,10,5,3.6000000000000227,1022.2,1018.6,1020.9249999999998,24
京都府,2024,10,6,5.600000000000023,1021.4,1015.8,1018.5041666666666,24
京都府,2024,10,7,5.399999999999977,1016.0,1010.6,1013.1791666666668,24
京都府,2024,10,8,2.700000000000045,1013.1,1010.4,1011.7750000000002,24
京都府,2024,10,9,2.6000000000000227,1012.1,1009.5,1011.1666666666666,24
京都府,2024,10,10,3.7000000000000455,1013.7,1010.0,1011.9,24
京都府,2024,11,1,6.399999999999977,1024.0,1017.6,1021.6541666666668,24
京都府,2024,11,2,12.600000000000025,1016.6,1004.0,1010.6124999999998,24
京都府,2024,11,3,7.0,1022.8,1015.8,1019.9708333333334,24
京都府,2024,11,4,5.300000000000068,1023.1,1017.8,1020.1708333333336,24
京都府,2024,11,5,3.900000000000091,1018.2,1014.3,1016.1041666666666,24
京都府,2024,11,6,8.199999999999932,1022.3,1014.1,1017.3416666666668,24
京都府,2024,11,7,8.499999999999886,1031.1,1022.6,1027.7499999999998,24
京都府,2024,11,8,3.900000000000091,1031.0,1027.1,1029.15,24
京都府,2024,11,9,3.200000000000045,1028.2,1025.0,1026.8791666666668,24
京都府,2024,11,10,7.299999999999954,1026.3,1019.0,1022.6708333333332,24
京都府,2024,12,1,3.199999999999932,1018.4,1015.2,1016.9541666666668,24
京都府,2024,12,2,3.0,1020.1,1017.1,1018.791666666667,24
京都府,2024,12,3,4.5,1019.7,1015.2,1017.5041666666666,24
京都府,2024,12,4,3.2999999999999545,1018.0,1014.7,1016.3041666666668,24
京都府,2024,12,5,3.5,1015.4,1011.9,1014.1208333333332,24
京都府,2024,12,6,4.5,1017.7,1013.2,1015.5333333333334,24
京都府,2024,12,7,3.7999999999999545,1018.9,1015.1,1017.1416666666664,24
京都府,2024,12,8,5.7000000000000455,1020.0,1014.3,1016.8541666666664,24
京都府,2024,12,9,2.6000000000000227,1022.5,1019.9,1020.8666666666668,24
京都府,2024,12,10,3.5,1021.2,1017.7,1019.6666666666669,24
大阪府,2024,1,1,9.799999999999956,1026.1,1016.3,1023.325,24
大阪府,2024,1,2,6.0,1025.8,1019.8,1022.3500000000004,24
大阪府,2024,1,3,7.2000000000000455,1019.5,1012.3,1015.1499999999996,24
大阪府,2024,1,4,10.899999999999975,1023.0,1012.1,1018.3624999999998,24
大阪府,2024,1,5,3.200000000000045,1024.2,1021.0,1022.3875,24
大阪府,2024,1,6,5.5,1020.5,1015.0,1017.55,24
大阪府,2024,1,7,5.199999999999932,1019.8,1014.6,1016.879166666667,24
大阪府,2024,1,8,4.699999999999932,1024.8,1020.1,1023.4166666666669,24
大阪府,2024,1,9,5.7000000000000455,1024.0,1018.3,1021.3583333333332,24
大阪府,2024,1,10,4.399999999999977,1017.3,1012.9,1014.6833333333336,24
大阪府,2024,2,1,6.699999999999932,1025.1,1018.4,1021.175,24
大阪府,2024,2,2,4.0,1028.7,1024.7,1026.3041666666666,24
大阪府,2024,2,3,4.2999999999999545,1030.2,1025.9,1027.8333333333333,24
大阪府,2024,2,4,2.700000000000045,1026.4,1023.7,1025.154166666667,24
大阪府,2024,2,5,14.600000000000025,1024.0,1009.4,1016.8208333333336,24
大阪府,2024,2,6,4.0,1021.3,1017.3,1020.1291666666668,24
大阪府,2024,2,7,3.300000000000068,1020.1,1016.8,1018.8375,24
大阪府,2024,2,8,2.300000000000068,1020.1,1017.8,1019.2291666666666,24
大阪府,2024,2,9,4.2000000000000455,1021.0,1016.8,1019.1208333333336,24
大阪府,2024,2,10,4.2999999999999545,1021.8,1017.5,1019.7333333333336,24
大阪府,2024,3,1,8.299999999999955,1015.9,1007.6,1011.1875,24
大阪府,2024,3,2,4.0,1020.2,1016.2,1018.1416666666664,24
大阪府,2024,3,3,3.7999999999999545,1021.9,1018.1,1020.0458333333336,24
大阪府,2024,3,4,3.3999999999999773,1023.5,1020.1,1021.7374999999996,24
大阪府,2024,3,5,16.399999999999977,1022.6,1006.2,1015.0041666666666,24
大阪府,2024,3,6,9.299999999999956,1014.0,1004.7,1008.9625000000002,24
大阪府,2024,3,7,3.800000000000068,1017.2,1013.4,1015.0875,24
大阪府,2024,3,8,6.199999999999932,1014.4,1008.2,1010.95,24
大阪府,2024,3,9,10.200000000000044,1024.9,1014.7,1019.2875,24
大阪府,2024,3,10,4.599999999999909,1029.8,1025.2,1027.6875000000002,24
大阪府,2024,4,1,9.900000000000093,1017.2,1007.3,1011.5250000000002,24
大阪府,2024,4,2,3.099999999999909,1019.3,1016.2,1017.9333333333334,24
大阪府,2024,4,3,16.0,1017.0,1001.0,1009.1958333333332,24
大阪府,2024,4,4,14.200000000000044,1018.2,1004.0,1011.5166666666668,24
大阪府,2024,4,5,4.0,1020.3,1016.3,1018.3541666666664,24
大阪府,2024,4,6,4.0,1021.0,1017.0,1018.9708333333332,24
大阪府,2024,4,7,2.8999999999999773,1018.6,1015.7,1017.3249999999998,24
大阪府,2024,4,8,7.899999999999977,1017.4,1009.5,1014.8583333333332,24
大阪府,2024,4,9,19.09999999999991,1024.1,1005.0,1014.3541666666664,24
大阪府,2024,4,10,3.599999999999909,1027.8,1024.2,1026.0749999999998,24
大阪府,2024,5,1,8.100000000000023,1013.6,1005.5,1008.5958333333332,24
大阪府,2024,5,2,6.2000000000000455,1019.7,1013.5,1016.5166666666664,24
大阪府,2024,5,3,4.0,1021.3,1017.3,1019.5083333333332,24
大阪府,2024,5,4,3.3999999999999773,1022.0,1018.6,1020.2875,24
大阪府,2024,5,5,3.2999999999999545,1022.8,1019.5,1021.2708333333336,24
大阪府,2024,5,6,7.599999999999909,1019.8,1012.2,1016.2,24
大阪府,2024,5,7,3.800000000000068,1011.6,1007.8,1009.1249999999995,24
大阪府,2024,5,8,5.099999999999909,1014.3,1009.2,1011.6,24
大阪府,2024,5,9,6.7000000000000455,1020.6,1013.9,1016.6083333333336,24
大阪府,2024,5,10,2.2999999999999545,1022.8,1020.5,1021.9416666666666,24
大阪府,2024,6,1,4.599999999999909,1011.3,1006.7,1009.0,24
大阪府,2024,6,2,3.7999999999999545,1009.3,1005.5,1007.7000000000002,24
大阪府,2024,6,3,3.800000000000068,1010.6,1006.8,1008.6166666666668,24
大阪府,2024,6,4,5.7999999999999545,1016.4,1010.6,1012.6416666666668,24
大阪府,2024,6,5,4.5,1020.3,1015.8,1017.8833333333332,24
大阪府,2024,6,6,2.6000000000000227,1020.1,1017.5,1018.8375,24
大阪府,2024,6,7,4.300000000000068,1017.7,1013.4,1015.775,24
大阪府,2024,6,8,3.800000000000068,1017.1,1013.3,1014.8625,24
大阪府,2024,6,9,4.899999999999977,1014.6,1009.7,1011.8666666666668,24
大阪府,2024,6,10,3.2999999999999545,1010.4,1007.1,1008.9333333333334,24
大阪府,2024,7,1,3.5,1007.4,1003.9,1005.4416666666668,24
大阪府,2024,7,2,6.600000000000023,1013.9,1007.3,1011.0625,24
大阪府,2024,7,3,3.3999999999999773,1015.1,1011.7,1013.2791666666668,24
大阪府,2024,7,4,3.899999999999977,1011.6,1007.7,1009.7791666666668,24
大阪府,2024,7,5,3.0,1008.8,1005.8,1007.2958333333332,24
大阪府,2024,7,6,2.7999999999999545,1010.0,1007.2,1008.8541666666666,24
大阪府,2024,7,7,3.5,1010.4,1006.9,1008.8583333333336,24
大阪府,2024,7,8,2.2999999999999545,1008.5,1006.2,1007.7333333333336,24
大阪府,2024,7,9,3.3999999999999773,1009.4,1006.0,1007.8333333333336,24
大阪府,2024,7,10,6.0,1008.3,1002.3,1005.2624999999998,24
大阪府,2024,8,1,4.100000000000023,1007.6,1003.5,1005.625,24
大阪府,2024,8,2,3.2999999999999545,1007.4,1004.1,1005.8458333333336,24
大阪府,2024,8,3,2.8999999999999773,1008.5,1005.6,1007.3583333333332,24
大阪府,2024,8,4,3.5,1008.7,1005.2,1007.6666666666669,24
大阪府,2024,8,5,3.2999999999999545,1008.3,1005.0,1007.0500000000002,24
大阪府,2024,8,6,3.6000000000000227,1007.6,1004.0,1006.35,24
大阪府,2024,8,7,4.5,1006.8,1002.3,1004.7625,24
大阪府,2024,8,8,3.7999999999999545,1005.4,1001.6,1003.6791666666668,24
大阪府,2024,8,9,3.899999999999977,1004.1,1000.2,1002.35,24
大阪府,2024,8,10,2.6000000000000227,1003.1,1000.5,1002.0625,24
大阪府,2024,9,1,3.0,1008.4,1005.4,1006.3583333333336,24
大阪府,2024,9,2,2.700000000000045,1010.6,1007.9,1009.0499999999998,24
大阪府,2024,9,3,2.900000000000091,1011.2,1008.3,1009.9125,24
大阪府,2024,9,4,4.0,1010.3,1006.3,1008.7958333333332,24
大阪府,2024,9,5,2.7999999999999545,1010.0,1007.2,1008.9,24
大阪府,2024,9,6,3.7000000000000455,1013.6,1009.9,1011.4,24
大阪府,2024,9,7,3.099999999999909,1015.3,1012.2,1013.8750000000005,24
大阪府,2024,9,8,3.900000000000091,1014.7,1010.8,1013.1791666666664,24
大阪府,2024,9,9,3.7999999999999545,1015.0,1011.2,1013.3041666666668,24
大阪府,2024,9,10,3.599999999999909,1017.8,1014.2,1015.8708333333332,24
大阪府,2024,10,1,5.2999999999999545,1012.3,1007.0,1009.6416666666664,24
大阪府,2024,10,2,5.300000000000068,1015.1,1009.8,1011.7125,24
大阪府,2024,10,3,4.2000000000000455,1017.2,1013.0,1014.7458333333334,24
大阪府,2024,10,4,5.100000000000023,1022.2,1017.1,1019.6791666666668,24
大阪府,2024,10,5,3.7000000000000455,1022.2,1018.5,1020.7958333333332,24
大阪府,2024,10,6,5.0,1020.9,1015.9,1018.2958333333332,24
大阪府,2024,10,7,5.699999999999932,1015.9,1010.2,1013.0333333333332,24
大阪府,2024,10,8,2.800000000000068,1013.2,1010.4,1011.8083333333332,24
大阪府,2024,10,9,3.2999999999999545,1012.5,1009.2,1011.3125,24
大阪府,2024,10,10,3.7000000000000455,1013.7,1010.0,1011.9083333333332,24
大阪府,2024,11,1,6.2999999999999545,1023.3,1017.0,1021.0291666666666,24
大阪府,2024,11,2,12.800000000000068,1016.2,1003.4,1010.4666666666666,24
大阪府,2024,11,3,6.2999999999999545,1022.4,1016.1,1020.0791666666668,24
大阪府,2024,11,4,5.399999999999977,1022.9,1017.5,1020.05,24
大阪府,2024,11,5,4.0,1018.3,1014.3,1016.0958333333332,24
大阪府,2024,11,6,8.799999999999955,1022.9,1014.1,1017.4500000000002,24
